date,ticker,avg_bias,disp_bias,avg_sentiment,n_articles,retail_sentiment,n_retail_posts,adj_close,rsi,macd,macd_signal,target_up,avg_sentiment_roll3,avg_sentiment_lag1,avg_bias_roll3,avg_bias_lag1,disp_bias_roll3,disp_bias_lag1,n_articles_roll3,n_articles_lag1,retail_sentiment_roll3,retail_sentiment_lag1,n_retail_posts_roll3,n_retail_posts_lag1,rsi_roll3,rsi_lag1,macd_roll3,macd_lag1,macd_signal_roll3,macd_signal_lag1
2024-06-03,GOOG,-1.0,0.0,-0.075,4,0.0,0.0,173.3893585205078,0.0,0.036479026164101924,0.007295805232820385,1,0.065530303030303,0.206060606060606,-0.25,0.5,1.0606601717798212,2.1213203435596424,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018239513082050962,0.0,0.0036479026164101926,0.0
2024-06-03,GOOGL,-1.0,0.0,0.6,1,0.0,0.0,172.1376190185547,0.0,0.0,0.0,1,0.6,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,META,0.0,0.0,0.0166666666666666,2,0.0,0.0,475.3885803222656,0.0,0.8466240429131062,0.16932480858262125,0,0.19242424242424236,0.3681818181818181,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233120214565531,0.0,0.08466240429131063,0.0
2024-06-03,NVDA,0.0,0.816496580927726,0.034090909090909,4,0.0,0.0,114.95423889160156,0.0,0.4279660825376226,0.08559321650752452,1,-0.0454545454545455,-0.125,-0.5,-1.0,0.408248290463863,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2139830412688113,0.0,0.04279660825376226,0.0
2024-06-04,AAPL,0.0,0.0,0.5,1,0.0,0.0,193.44532775878903,0.0,0.27586121759281923,0.07778536896371861,1,0.2026936026936027,0.1136363636363636,-0.3333333333333333,-1.0,0.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1390644172083455,0.14133203403221728,0.03535059192338736,0.028266406806443458
2024-06-04,AMZN,0.0,1.4142135623730951,0.1931818181818181,2,0.0,0.0,179.33999633789062,0.0,0.34835994595152897,0.09392262353859679,1,0.2084343434343434,0.2987878787878787,-0.3333333333333333,-1.0,0.8047378541243649,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16664213687611587,0.15156646467681867,0.041411972157986844,0.030313292935363736
2024-06-04,AVGO,1.0,0.0,0.0,1,0.0,0.0,131.47470092773438,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-04,GOOGL,0.0,0.0,0.5,1,0.0,0.0,172.75393676757812,0.0,0.04916494864005472,0.009832989728010944,1,0.55,0.6,-0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02458247432002736,0.0,0.004916494864005472,0.0
2024-06-04,META,-0.5,0.7071067811865476,0.2,2,0.0,0.0,474.8908081054687,0.0,1.4605770160160318,0.4275752500693034,1,0.1949494949494949,0.0166666666666666,-0.16666666666666666,0.0,0.23570226039551587,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769067019643046,0.8466240429131062,0.1989666862173082,0.16932480858262125
2024-06-04,MSFT,0.0,0.0,0.25,2,0.0,0.0,412.904296875,0.0,0.07441628828348712,0.014883257656697424,1,0.125,0.0,-0.5,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03720814414174356,0.0,0.007441628828348712,0.0
2024-06-04,NVDA,0.0,1.0,0.2125,4,0.0,0.0,116.39066314697266,0.0,0.8729765882871448,0.2430698908634486,1,0.040530303030303,0.034090909090909,-0.3333333333333333,0.0,0.605498860309242,0.816496580927726,3.3333333333333335,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43364755694158913,0.4279660825376226,0.10955436912365772,0.08559321650752452
2024-06-04,TSLA,1.0,0.0,0.0416666666666666,2,0.0,0.0,174.77000427246094,0.0,-0.26404538928954935,-0.05280907785790987,1,0.13749999999999996,0.2333333333333333,0.0,-1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13202269464477467,0.0,-0.026404538928954936,0.0
2024-06-05,AAPL,-1.0,0.0,0.0,2,0.0,0.0,194.9582366943359,0.0,0.4988057497982368,0.16198944513062224,0,0.20454545454545456,0.5,-0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3053330004744244,0.27586121759281923,0.08934707363359477,0.07778536896371861
2024-06-05,AMZN,0.0,0.0,0.6,1,0.0,0.0,181.27999877929688,0.0,0.653330988476057,0.20580429652608884,1,0.3639898989898989,0.1931818181818181,-0.3333333333333333,0.0,0.47140452079103173,1.4142135623730951,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3844191330348015,0.34835994595152897,0.11001340433334979,0.09392262353859679
2024-06-05,GOOG,0.5,0.7071067811865476,0.075,2,0.0,0.0,176.02369689941406,0.0,0.2747903956793323,0.06079472332212277,1,0.06868686868686867,-0.075,0.0,-1.0,0.9428090415820632,0.0,2.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1037564739478114,0.036479026164101924,0.02269684285164772,0.007295805232820385
2024-06-05,GOOGL,-0.3333333333333333,1.1547005383792517,0.0886363636363636,4,0.0,0.0,174.36428833007812,0.0,0.21558530428521294,0.050983452639451345,1,0.3962121212121212,0.5,-0.4444444444444444,0.0,0.3849001794597506,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08825008430842256,0.04916494864005472,0.020272147455820764,0.009832989728010944
2024-06-05,META,-0.5,0.5773502691896257,-0.0333333333333333,5,0.0,0.0,492.88128662109375,0.0,3.3600874376022603,1.0140776875758948,0,0.06111111111111111,0.2,-0.3333333333333333,-0.5,0.42815235012539105,0.7071067811865476,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.889096165510466,1.4605770160160318,0.5369925820759398,0.4275752500693034
2024-06-05,MSFT,0.0,0.0,0.0,2,0.0,0.0,420.7838745117187,0.0,0.7604418949870251,0.16399498512276295,1,0.08333333333333333,0.25,-0.3333333333333333,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27828606109017073,0.07441628828348712,0.059626080926486795,0.014883257656697424
2024-06-05,NFLX,0.0,0.0,0.0,1,0.0,0.0,650.27001953125,0.0,0.69003043758903,0.13800608751780602,0,0.0,0.0,-0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345015218794515,0.0,0.06900304375890301,0.0
2024-06-05,NVDA,-0.4,0.5477225575051661,0.0857142857142857,7,0.0,0.0,122.39128112792967,0.0,1.6903648680443126,0.5325288862996215,0,0.11076839826839824,0.2125,-0.13333333333333333,0.0,0.7880730461442974,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99710251295636,0.8729765882871448,0.2870639978901982,0.2430698908634486
2024-06-05,TSLA,0.0,0.0,-0.1,1,0.0,0.0,175.0,0.0,-0.4495622557464287,-0.13215971343561364,1,0.0583333333333333,0.0416666666666666,0.0,1.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23786921501199268,-0.26404538928954935,-0.061656263764507835,-0.05280907785790987
2024-06-06,AAPL,-1.0,0.0,0.0,2,0.0,0.0,193.57469177246097,0.0,0.5574247399543424,0.2410765040953663,1,0.16666666666666666,0.0,-0.6666666666666666,-1.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4440305691151328,0.4988057497982368,0.16028377272990238,0.16198944513062224
2024-06-06,AVGO,0.0,0.0,0.0,1,0.0,0.0,138.43460083007812,0.0,0.5552056902154732,0.11104113804309464,1,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2776028451077366,0.0,0.05552056902154732,0.0
2024-06-06,GOOG,1.0,0.0,0.25,1,0.0,0.0,177.29612731933594,0.0,0.5598744891032084,0.1606106764783399,0,0.08333333333333333,0.075,0.16666666666666666,0.5,0.23570226039551587,0.7071067811865476,2.3333333333333335,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903813036488809,0.2747903956793323,0.07623373501109436,0.06079472332212277
2024-06-06,GOOGL,1.0,0.0,0.1041666666666667,2,0.0,0.0,175.67642211914062,0.0,0.44818645151892156,0.13042405241534538,1,0.2309343434343434,0.0886363636363636,0.22222222222222224,-0.3333333333333333,0.3849001794597506,1.1547005383792517,2.3333333333333335,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23764556814806306,0.21558530428521294,0.06374683159426922,0.050983452639451345
2024-06-06,META,0.0,0.0,0.0272727272727272,5,0.0,0.0,491.5870361328125,0.0,4.706771205448206,1.752616391150357,1,0.06464646464646463,-0.0333333333333333,-0.3333333333333333,-0.5,0.42815235012539105,0.5773502691896257,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175811886355499,3.3600874376022603,1.0647564429318517,1.0140776875758948
2024-06-06,MSFT,-0.5,0.7071067811865476,0.0,2,0.0,0.0,421.28997802734375,0.0,1.3296332702036011,0.3971226421389306,0,0.08333333333333333,0.0,-0.16666666666666666,0.0,0.23570226039551587,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214971511580378,0.7604418949870251,0.192000294972797,0.16399498512276295
2024-06-06,NFLX,-1.0,0.0,0.0066287878787878,4,0.0,0.0,648.52001953125,0.0,1.0831878409696856,0.32704243820818196,0,0.0022095959595959335,0.0,-0.6666666666666666,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5910727595195718,0.69003043758903,0.15501617524199598,0.13800608751780602
2024-06-06,NVDA,-0.25,0.5,-0.0375,5,0.0,0.0,120.94985961914062,0.0,2.196520182047024,0.865327145449102,0,0.08690476190476189,0.0857142857142857,-0.21666666666666667,-0.4,0.6825741858350552,0.5477225575051661,5.333333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5866205461261604,1.6903648680443126,0.5469753075373908,0.5325288862996215
2024-06-06,TSLA,0.0,0.0,0.0,1,0.0,0.0,177.94000244140625,0.0,-0.35525690216604744,-0.1767791511817004,0,-0.01944444444444447,-0.1,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35628818240067517,-0.4495622557464287,-0.1205826474917413,-0.13215971343561364
2024-06-07,AAPL,0.0,0.0,0.0,1,0.0,0.0,195.97349548339844,0.0,0.7883564414909756,0.3505324915744882,0,0.0,0.0,-0.6666666666666666,-1.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6148623104145182,0.5574247399543424,0.2511994802668256,0.2410765040953663
2024-06-07,GOOG,-0.5,0.7071067811865476,0.2059523809523809,2,0.0,0.0,174.91030883789062,0.0,0.5865289342732467,0.24579432803732126,1,0.17698412698412694,0.25,0.3333333333333333,1.0,0.47140452079103173,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737312730185958,0.5598744891032084,0.15573324261259466,0.1606106764783399
2024-06-07,MSFT,-1.0,0.0,0.2248511904761904,4,0.0,0.0,420.6250915527344,0.0,1.7073890360574637,0.6591759209226373,1,0.0749503968253968,0.0,-0.5,-0.5,0.23570226039551587,0.7071067811865476,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26582140041603,1.3296332702036011,0.40676451606144365,0.3971226421389306
2024-06-07,NFLX,-1.0,0.0,0.0,1,0.0,0.0,641.469970703125,0.0,0.8164760671187423,0.42492916399029407,1,0.0022095959595959335,0.0066287878787878,-0.6666666666666666,-1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8632314485591527,1.0831878409696856,0.29665922990542737,0.32704243820818196
2024-06-07,NVDA,-0.75,0.5,0.24,5,0.0,0.0,120.83989715576172,0.0,2.5592771098189644,1.2041171383230744,1,0.09607142857142857,-0.0375,-0.4666666666666666,-0.25,0.5159075191683887,0.5,5.666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1487207199701004,2.196520182047024,0.8673243900239327,0.865327145449102
2024-06-10,AAPL,-0.5,0.7071067811865476,-0.1104657687991021,3,0.0,0.0,192.2210235595703,0.0,0.6609592286403654,0.41261783898766363,1,-0.03682192293303403,0.0,-0.5,0.0,0.23570226039551587,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6689134700285612,0.7883564414909756,0.3347422782191727,0.3505324915744882
2024-06-10,AVGO,-1.0,0.0,0.0833333333333333,2,0.0,0.0,142.30726623535156,0.0,1.2927993466144585,0.34739277975736743,1,0.027777777777777766,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6160016789433106,0.5552056902154732,0.15281130593348735,0.11104113804309464
2024-06-10,GOOG,0.0,1.4142135623730951,0.2333333333333332,2,0.0,0.0,175.7860870361328,0.0,0.6705906044597043,0.3307535833217979,1,0.2297619047619047,0.2059523809523809,0.16666666666666666,-0.5,0.7071067811865476,0.7071067811865476,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056646759453864,0.5865289342732467,0.245719529279153,0.24579432803732126
2024-06-10,META,0.0,0.0,0.0671717171717171,3,0.0,0.0,500.38812255859375,0.0,6.410307875698095,2.684154688059905,1,0.020370370370370334,0.0272727272727272,-0.16666666666666666,0.0,0.19245008972987523,0.0,4.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825722172916187,4.706771205448206,1.816949588928719,1.752616391150357
2024-06-10,MSFT,-1.0,0.0,0.5,3,0.0,0.0,424.6144714355469,0.0,2.3021352360127594,0.9877677839406618,1,0.24161706349206347,0.2248511904761904,-0.8333333333333334,-1.0,0.23570226039551587,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7797191807579413,1.7073890360574637,0.6813554490007432,0.6591759209226373
2024-06-10,NFLX,0.0,0.0,0.0,1,0.0,0.0,644.5,0.0,0.8399210193553017,0.5079275350632957,1,0.0022095959595959335,0.0,-0.6666666666666666,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9131949758145765,0.8164760671187423,0.41996637908725726,0.42492916399029407
2024-06-10,NVDA,0.25,0.5,0.0643518518518518,9,0.0,0.0,121.74153900146484,0.0,2.886248672148568,1.5405434450881732,0,0.0889506172839506,0.24,-0.25,-0.75,0.5,0.5,6.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5473486546715187,2.5592771098189644,1.2033292429534497,1.2041171383230744
2024-06-10,TSLA,-0.3333333333333333,0.5773502691896258,0.0391666666666666,5,0.0,0.0,173.7899932861328,0.0,-0.608377291067427,-0.2630987791588457,0,-0.0202777777777778,0.0,-0.1111111111111111,0.0,0.1924500897298753,0.0,2.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47106548299330103,-0.35525690216604744,-0.19067921459205325,-0.1767791511817004
2024-06-11,AAPL,-0.4285714285714285,0.5345224838248488,0.0966666666666666,9,0.0,0.0,206.1857147216797,0.0,1.6676067559639307,0.663615622382917,1,-0.004599700710811834,-0.1104657687991021,-0.3095238095238095,-0.5,0.4138764216704655,0.7071067811865476,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0389741420317573,0.6609592286403654,0.4755886509816896,0.41261783898766363
2024-06-11,AVGO,0.0,0.0,0.0,1,0.0,0.0,144.33843994140625,0.0,2.0179843092719807,0.6815110856602901,1,0.027777777777777766,0.0833333333333333,-0.3333333333333333,-1.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288663115367304,1.2927993466144585,0.3799816678202507,0.34739277975736743
2024-06-11,GOOG,0.0,0.0,0.5,1,0.0,0.0,177.33865356445312,0.0,0.8526602901474689,0.4351349246869321,1,0.31309523809523804,0.2333333333333332,-0.16666666666666666,0.0,0.7071067811865476,1.4142135623730951,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032599429601399,0.6705906044597043,0.3372276120153504,0.3307535833217979
2024-06-11,GOOGL,0.0,0.0,0.0,2,0.0,0.0,175.7685546875,0.0,0.6326658862689101,0.23087241918605833,1,0.06426767676767677,0.1041666666666667,0.22222222222222224,1.0,0.3849001794597506,0.0,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43214588069101484,0.44818645151892156,0.13742664141361835,0.13042405241534538
2024-06-11,META,-1.0,0.0,1.0,1,0.0,0.0,505.2366943359375,0.0,8.058716316101368,3.7590670136681976,0,0.36481481481481476,0.0671717171717171,-0.3333333333333333,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391931799082556,6.410307875698095,2.7319460309594867,2.684154688059905
2024-06-11,MSFT,0.0,0.0,0.046875,4,0.0,0.0,429.3878784179687,0.0,3.122653924193628,1.414745011991255,1,0.25724206349206347,0.5,-0.6666666666666666,-1.0,0.0,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37739273208795,2.3021352360127594,1.0205629056181846,0.9877677839406618
2024-06-11,NFLX,-1.0,0.0,0.2,2,0.0,0.0,648.5499877929688,0.0,1.1717937714656728,0.6407007823437711,1,0.06666666666666667,0.0,-0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9427302859799056,0.8399210193553017,0.524519160465787,0.5079275350632957
2024-06-11,NVDA,0.0,1.4142135623730951,0.2291666666666666,3,0.0,0.0,120.871826171875,0.0,3.040152449138688,1.8404652458982762,1,0.17783950617283947,0.0643518518518518,-0.16666666666666666,0.25,0.8047378541243649,0.5,5.666666666666667,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82855941036874,2.886248672148568,1.528375276436508,1.5405434450881732
2024-06-11,TSLA,0.0,0.0,0.0,3,0.0,0.0,170.66000366210938,0.0,-1.0494436935069302,-0.42036776202846265,1,0.013055555555555534,0.0391666666666666,-0.1111111111111111,-0.3333333333333333,0.1924500897298753,0.5773502691896258,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6710259622468016,-0.608377291067427,-0.2867485641230029,-0.2630987791588457
2024-06-12,AAPL,-0.4,0.5477225575051661,0.1428571428571428,7,0.0,0.0,212.0782012939453,0.0,2.90734255942138,1.1123610097906098,1,0.04301934690823576,0.0966666666666666,-0.44285714285714284,-0.4285714285714285,0.5964506075055208,0.5345224838248488,6.333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7453028480085588,1.6676067559639307,0.7295314903870634,0.663615622382917
2024-06-12,AMZN,0.0,0.0,0.125,4,0.0,0.0,186.88999938964844,0.0,1.332344463775712,0.4311123299760135,0,0.30606060606060603,0.6,0.0,0.0,0.47140452079103173,0.0,2.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7780117994010993,0.653330988476057,0.2436130833468997,0.20580429652608884
2024-06-12,AVGO,-0.3333333333333333,0.5163977794943222,0.0,6,0.0,0.0,147.7447967529297,0.0,2.8348843611705092,1.112185740762334,1,0.027777777777777766,0.0,-0.4444444444444444,0.0,0.17213259316477406,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0485560056856493,2.0179843092719807,0.7136965353933306,0.6815110856602901
2024-06-12,GOOG,-0.5,0.7071067811865476,0.1555555555555555,3,0.0,0.0,178.70208740234375,0.0,1.0943545062855833,0.5669788410066624,0,0.2962962962962962,0.5,-0.16666666666666666,0.0,0.7071067811865476,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725351336309188,0.8526602901474689,0.44428911633846413,0.4351349246869321
2024-06-12,GOOGL,0.0,0.0,0.2166666666666666,2,0.0,0.0,176.93292236328125,0.0,0.8628752194115066,0.357272979231148,0,0.10694444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479091857331127,0.6326658862689101,0.23952315027751722,0.23087241918605833
2024-06-12,MSFT,0.0,0.0,0.065,4,0.0,0.0,437.7041320800781,0.0,4.393329497105356,2.0104619090140754,1,0.20395833333333332,0.046875,-0.3333333333333333,0.0,0.0,0.0,3.6666666666666665,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2727062191039145,3.122653924193628,1.4709915683153305,1.414745011991255
2024-06-12,NFLX,0.0,0.0,0.0,1,0.0,0.0,650.0599975585938,0.0,1.5389108802462488,0.8203428019242668,1,0.06666666666666667,0.2,-0.3333333333333333,-1.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183541890355741,1.1717937714656728,0.6563237064437778,0.6407007823437711
2024-06-12,NVDA,0.6666666666666666,0.5773502691896258,-0.05,3,0.0,0.0,125.16045379638672,0.0,3.468199464415207,2.1660120896016624,1,0.08117283950617281,0.2291666666666666,0.3055555555555555,0.0,0.8305212771875737,1.4142135623730951,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1315335285674877,3.040152449138688,1.8490069268627038,1.8404652458982762
2024-06-12,TSLA,-0.5,0.7071067811865476,0.0,3,0.0,0.0,177.2899932861328,0.0,-0.8541610052567421,-0.5071264106741186,1,0.013055555555555534,0.0,-0.27777777777777773,0.0,0.42815235012539116,0.0,3.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8373273299436997,-1.0494436935069302,-0.3968643172871424,-0.42036776202846265
2024-06-13,AAPL,0.0,0.0,0.0,2,0.0,0.0,213.24273681640625,0.0,3.938410850994103,1.6775709780313084,1,0.07984126984126978,0.1428571428571428,-0.27619047619047615,-0.4,0.360748347110005,0.5477225575051661,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8377867221264714,2.90734255942138,1.151182536734945,1.1123610097906098
2024-06-13,AVGO,0.0,0.0,0.1333333333333333,4,0.0,0.0,165.87118530273438,0.0,4.888579108241601,1.8674644142581873,1,0.04444444444444443,0.0,-0.1111111111111111,-0.3333333333333333,0.17213259316477406,0.5163977794943222,3.6666666666666665,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2471492595613634,2.8348843611705092,1.220387080226937,1.112185740762334
2024-06-13,META,0.0,0.0,0.0,1,0.0,0.0,501.8815307617187,0.0,8.990718811167937,4.805397373168146,1,0.3557239057239057,1.0,-0.3333333333333333,-1.0,0.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.819914334322466,8.058716316101368,3.749539691632083,3.7590670136681976
2024-06-13,NFLX,-1.0,0.0,0.0,2,0.0,0.0,653.260009765625,0.0,2.0642724277976185,1.0691287270989371,1,0.06666666666666667,0.0,-0.6666666666666666,0.0,0.0,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59165902650318,1.5389108802462488,0.8433907704556584,0.8203428019242668
2024-06-13,TSLA,-0.5,0.5773502691896257,0.0337662337662337,7,0.0,0.0,182.47000122070312,0.0,-0.2782077133541918,-0.4613426712101332,0,0.011255411255411234,0.0,-0.3333333333333333,-0.5,0.42815235012539105,0.7071067811865476,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.727270804039288,-0.8541610052567421,-0.4629456146375715,-0.5071264106741186
2024-06-14,GOOG,1.0,0.0,0.2507936507936507,3,0.0,0.0,177.51779174804688,0.0,1.1767710678027754,0.688937286365885,1,0.30211640211640206,0.1555555555555555,0.16666666666666666,-0.5,0.23570226039551578,0.7071067811865476,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041261954745276,1.0943545062855833,0.5636836840198265,0.5669788410066624
