date,ticker,avg_bias,disp_bias,avg_sentiment,n_articles
2024-05-31,AAPL,0.0,0.0,-0.005555555555555568,3
2024-05-31,AMZN,0.0,1.0,0.13333333333333333,3
2024-05-31,GOOG,0.5,2.1213203435596424,0.20606060606060606,2
2024-05-31,META,0.0,0.0,0.3681818181818181,1
2024-05-31,MSFT,-1.0,0.0,0.0,2
2024-05-31,NFLX,-1.0,0.0,0.0,1
2024-05-31,NVDA,-1.0,0.0,-0.125,2
2024-05-31,TSLA,-1.0,0.0,0.23333333333333334,2
2024-06-01,AMZN,0.0,0.0,0.0,2
2024-06-01,AVGO,-1.0,0.0,0.0,1
2024-06-01,GOOG,0.0,0.0,-0.2,2
2024-06-02,MSFT,-1.0,0.0,0.1666666666666666,1
2024-06-02,NVDA,0.0,0.0,0.0,1
2024-06-03,AAPL,-1.0,0.0,0.1136363636363636,1
2024-06-03,AMZN,-1.0,0.0,0.2987878787878787,1
2024-06-03,GOOG,-1.0,0.0,-0.075,4
2024-06-03,GOOGL,-1.0,0.0,0.6,1
2024-06-03,META,0.0,0.0,0.01666666666666665,2
2024-06-03,NVDA,0.0,0.816496580927726,0.034090909090909075,4
2024-06-04,AAPL,0.0,0.0,0.5,1
2024-06-04,AMZN,0.0,1.4142135623730951,0.19318181818181815,2
2024-06-04,AVGO,1.0,0.0,0.0,1
2024-06-04,GOOGL,0.0,0.0,0.5,1
2024-06-04,META,-0.5,0.7071067811865476,0.2,2
2024-06-04,MSFT,0.0,0.0,0.25,2
2024-06-04,NVDA,0.0,1.0,0.2125,4
2024-06-04,TSLA,1.0,0.0,0.04166666666666665,2
2024-06-05,AAPL,-1.0,0.0,0.0,2
2024-06-05,AMZN,0.0,0.0,0.6,1
2024-06-05,GOOG,0.5,0.7071067811865476,0.075,2
2024-06-05,GOOGL,-0.3333333333333333,1.1547005383792517,0.0886363636363636,4
2024-06-05,META,-0.5,0.5773502691896257,-0.03333333333333332,5
2024-06-05,MSFT,0.0,0.0,0.0,2
2024-06-05,NFLX,0.0,0.0,0.0,1
2024-06-05,NVDA,-0.4,0.5477225575051661,0.08571428571428573,7
2024-06-05,TSLA,0.0,0.0,-0.1,1
2024-06-06,AAPL,-1.0,0.0,0.0,2
2024-06-06,AVGO,0.0,0.0,0.0,1
2024-06-06,GOOG,1.0,0.0,0.25,1
2024-06-06,GOOGL,1.0,0.0,0.1041666666666667,2
2024-06-06,META,0.0,0.0,0.02727272727272726,5
2024-06-06,MSFT,-0.5,0.7071067811865476,0.0,2
2024-06-06,NFLX,-1.0,0.0,0.006628787878787873,4
2024-06-06,NVDA,-0.25,0.5,-0.0375,5
2024-06-06,TSLA,0.0,0.0,0.0,1
2024-06-07,AAPL,0.0,0.0,0.0,1
2024-06-07,GOOG,-0.5,0.7071067811865476,0.20595238095238094,2
2024-06-07,MSFT,-1.0,0.0,0.22485119047619045,4
2024-06-07,NFLX,-1.0,0.0,0.0,1
2024-06-07,NVDA,-0.75,0.5,0.24,5
2024-06-08,AAPL,0.0,0.0,0.0,1
2024-06-08,NVDA,1.0,0.0,-0.2125,2
2024-06-08,TSLA,0.0,0.0,0.0,1
2024-06-09,GOOG,0.5,2.1213203435596424,0.44999999999999996,2
2024-06-09,GOOGL,-1.0,0.0,0.6,1
2024-06-09,NFLX,0.0,0.0,-0.2,1
2024-06-09,TSLA,1.0,0.0,0.0,1
2024-06-10,AAPL,-0.5,0.7071067811865476,-0.11046576879910214,3
2024-06-10,AVGO,-1.0,0.0,0.08333333333333334,2
2024-06-10,GOOG,0.0,1.4142135623730951,0.23333333333333328,2
2024-06-10,META,0.0,0.0,0.06717171717171713,3
2024-06-10,MSFT,-1.0,0.0,0.5,3
2024-06-10,NFLX,0.0,0.0,0.0,1
2024-06-10,NVDA,0.25,0.5,0.06435185185185184,9
2024-06-10,TSLA,-0.3333333333333333,0.5773502691896258,0.03916666666666665,5
2024-06-11,AAPL,-0.42857142857142855,0.5345224838248488,0.09666666666666666,9
2024-06-11,AVGO,0.0,0.0,0.0,1
2024-06-11,GOOG,0.0,0.0,0.5,1
2024-06-11,GOOGL,0.0,0.0,0.0,2
2024-06-11,META,-1.0,0.0,1.0,1
2024-06-11,MSFT,0.0,0.0,0.046875,4
2024-06-11,NFLX,-1.0,0.0,0.2,2
2024-06-11,NVDA,0.0,1.4142135623730951,0.22916666666666666,3
2024-06-11,TSLA,0.0,0.0,0.0,3
2024-06-12,AAPL,-0.4,0.5477225575051661,0.14285714285714285,7
2024-06-12,AMZN,0.0,0.0,0.125,4
2024-06-12,AVGO,-0.3333333333333333,0.5163977794943222,0.0,6
2024-06-12,GOOG,-0.5,0.7071067811865476,0.15555555555555556,3
2024-06-12,GOOGL,0.0,0.0,0.21666666666666665,2
2024-06-12,MSFT,0.0,0.0,0.065,4
2024-06-12,NFLX,0.0,0.0,0.0,1
2024-06-12,NVDA,0.6666666666666666,0.5773502691896258,-0.05000000000000001,3
2024-06-12,TSLA,-0.5,0.7071067811865476,0.0,3
2024-06-13,AAPL,0.0,0.0,0.0,2
2024-06-13,AVGO,0.0,0.0,0.13333333333333333,4
2024-06-13,META,0.0,0.0,0.0,1
2024-06-13,NFLX,-1.0,0.0,0.0,2
2024-06-13,TSLA,-0.5,0.5773502691896257,0.03376623376623376,7
2024-06-14,GOOG,1.0,0.0,0.25079365079365074,3
2024-06-14,GOOGL,0.5,0.7071067811865476,0.045238095238095265,3
2024-06-14,META,-0.2,0.4472135954999579,-0.0125,5
2024-06-14,MSFT,1.0,0.0,0.33125,1
2024-06-14,NFLX,0.5,0.7071067811865476,0.2,5
2024-06-14,TSLA,0.0,0.0,0.0,2
2024-06-15,AVGO,0.0,0.0,0.0,1
2024-06-15,META,0.0,0.0,0.0,1
2024-06-15,NFLX,-1.0,0.0,0.6285714285714286,1
2024-06-15,NVDA,0.0,1.4142135623730951,0.0833333333333333,2
2024-06-16,META,-0.5,0.7071067811865476,0.10208333333333335,2
2024-06-17,AAPL,-0.3333333333333333,0.5773502691896258,0.05625,4
2024-06-17,AMZN,0.0,0.0,-0.2,1
2024-06-17,AVGO,0.0,0.0,0.010000000000000009,3
2024-06-17,GOOG,0.0,0.0,-0.2,2
2024-06-17,GOOGL,0.0,0.0,0.0,1
2024-06-17,MSFT,0.3333333333333333,0.5773502691896258,0.15767045454545453,4
2024-06-17,NFLX,0.0,0.0,0.0833333333333333,2
2024-06-17,NVDA,1.0,0.0,0.46818181818181814,2
2024-06-17,TSLA,-0.5,0.7071067811865476,0.0,2
2024-06-18,AAPL,0.0,0.0,0.25,4
2024-06-18,AMZN,-0.5,0.7071067811865476,0.0636363636363636,4
2024-06-18,AVGO,-1.0,0.0,0.6,2
2024-06-18,META,-0.25,0.5,0.006666666666666659,5
2024-06-18,MSFT,-0.4,0.5477225575051661,0.2857142857142857,7
2024-06-18,NFLX,-0.4,0.8944271909999159,0.038636363636363615,5
2024-06-18,NVDA,-0.45454545454545453,0.5222329678670935,0.18958333333333333,12
2024-06-18,TSLA,0.0,0.0,0.0347222222222222,2
2024-06-19,AAPL,0.0,0.0,0.1363636363636363,1
2024-06-19,AMZN,0.0,0.0,-0.0499999999999999,1
2024-06-19,NFLX,0.0,0.0,0.0,1
2024-06-19,NVDA,-0.5,0.7071067811865476,0.16458333333333336,4
2024-06-19,TSLA,0.0,0.0,0.0,2
2024-06-20,AAPL,0.0,0.0,0.0,1
2024-06-20,AMZN,-1.0,0.0,0.06818181818181815,2
2024-06-20,GOOG,-1.0,0.0,0.8833333333333333,3
2024-06-20,META,0.0,0.0,-0.125,2
2024-06-20,MSFT,0.0,0.0,0.5,1
2024-06-20,NFLX,0.0,0.0,0.0,1
2024-06-20,NVDA,-0.25,0.5,0.2,5
2024-06-20,TSLA,0.0,0.0,1.0,1
2024-06-21,AAPL,0.0,0.0,0.0,1
2024-06-21,AMZN,0.0,0.0,0.08611111111111115,2
2024-06-21,AVGO,-1.0,0.0,0.275,4
2024-06-21,GOOG,-1.0,0.0,0.1,2
2024-06-21,GOOGL,0.0,0.0,0.0,1
2024-06-21,META,-0.25,0.5,0.05,4
2024-06-21,MSFT,0.0,0.0,0.0,1
2024-06-21,NVDA,0.0,0.0,0.09166666666666665,4
2024-06-21,TSLA,0.0,0.0,0.07954545454545454,2
2024-06-22,GOOG,-1.0,0.0,0.4666666666666667,1
2024-06-22,GOOGL,-1.0,0.0,0.4666666666666667,1
2024-06-22,META,0.0,0.0,-0.1818181818181818,1
2024-06-22,NFLX,0.0,0.0,0.0,1
2024-06-22,NVDA,1.0,0.0,0.1,1
2024-06-22,TSLA,0.0,0.0,0.0,2
2024-06-23,META,0.5,0.7071067811865476,0.0,2
2024-06-24,AAPL,-0.3333333333333333,0.5773502691896258,0.08333333333333333,3
2024-06-24,AVGO,0.0,0.0,-0.2,1
2024-06-24,GOOG,0.5,0.7071067811865476,0.0,2
2024-06-24,GOOGL,1.0,0.0,0.0,1
2024-06-24,META,-0.3333333333333333,0.5773502691896258,0.0,5
2024-06-24,MSFT,-1.0,0.0,0.25,1
2024-06-24,NFLX,0.0,0.0,0.0,3
2024-06-24,NVDA,0.0,0.8944271909999159,-0.1617283950617284,9
2024-06-24,TSLA,-0.5,0.7071067811865476,-0.04722222222222221,2
2024-06-25,AMZN,0.0,0.0,0.0,1
2024-06-25,GOOG,-1.0,0.0,0.11666666666666665,3
2024-06-25,GOOGL,0.0,0.0,0.125,1
2024-06-25,META,-0.3333333333333333,0.5773502691896258,0.17777777777777778,3
2024-06-25,MSFT,0.0,0.0,0.125,1
2024-06-25,NFLX,0.5,0.7071067811865476,0.2,2
2024-06-25,NVDA,-0.6666666666666666,0.5163977794943223,0.18333333333333335,6
2024-06-25,TSLA,0.0,0.0,0.1416666666666667,2
2024-06-26,AAPL,0.5,0.7071067811865476,0.10151515151515145,2
2024-06-26,AMZN,-0.2,0.6324555320336759,0.046363636363636364,11
2024-06-26,GOOG,1.0,0.0,0.0,1
2024-06-26,META,-0.5,0.7071067811865476,0.01666666666666665,2
2024-06-26,NFLX,-1.0,0.0,0.19999999999999998,3
2024-06-26,NVDA,0.0,1.4142135623730951,-0.024999999999999994,4
2024-06-27,AAPL,1.0,0.0,-0.3,1
2024-06-27,AMZN,0.3333333333333333,1.1547005383792517,0.013636363636363618,5
2024-06-27,AVGO,0.0,0.0,0.25,1
2024-06-27,GOOG,0.0,0.0,0.3827272727272727,2
2024-06-27,GOOGL,0.0,0.0,0.2654545454545454,1
