date,ticker,adj_close,avg_sentiment,avg_bias,disp_bias,n_articles
2024-05-31,AAPL,191.3551025390625,-0.005555555555555568,0.0,0.0,3
2024-05-31,AMZN,176.44000244140625,0.12,-0.2,0.570087712549569,5
2024-05-31,GOOG,172.93206787109375,0.20606060606060606,0.25,1.0606601717798212,2
2024-05-31,META,464.7755432128906,0.18409090909090906,0.0,0.0,2
2024-05-31,MSFT,411.971435546875,0.0,-0.25,0.3535533905932738,2
2024-05-31,NFLX,641.6199951171875,0.0,-0.5,0.0,1
2024-05-31,NVDA,109.5893783569336,-0.125,-0.25,0.3535533905932738,2
2024-05-31,TSLA,178.0800018310547,0.23333333333333334,-0.25,0.3535533905932738,2
2024-06-03,AAPL,193.12680053710935,0.1136363636363636,-0.5,0.0,1
2024-06-03,AMZN,178.33999633789062,0.07469696969696968,-0.125,0.25,4
2024-06-03,GOOG,173.3893585205078,-0.075,-0.25,0.28867513459481287,4
2024-06-03,GOOGL,172.1376190185547,0.6,-0.5,0.0,1
2024-06-03,META,475.3885803222656,-0.2488888888888889,-0.16666666666666666,0.2886751345948129,3
2024-06-03,NVDA,114.95423889160156,0.06727272727272726,-0.1,0.4183300132670378,5
2024-06-04,AAPL,193.44532775878903,0.5,0.0,0.0,1
2024-06-04,AMZN,179.33999633789062,0.19318181818181815,0.0,0.7071067811865476,2
2024-06-04,AVGO,131.47470092773438,0.0,0.5,0.0,1
2024-06-04,GOOGL,172.75393676757812,0.5,0.0,0.0,1
2024-06-04,META,474.8908081054687,0.10000000000000002,-0.16666666666666666,0.2886751345948129,3
2024-06-04,MSFT,412.904296875,0.25,0.0,0.0,2
2024-06-04,NVDA,116.39066314697266,0.2125,0.0,0.408248290463863,4
2024-06-04,TSLA,174.77000427246094,0.04166666666666665,0.25,0.3535533905932738,2
2024-06-05,AAPL,194.9582366943359,0.0,-0.5,0.0,2
2024-06-05,AMZN,181.27999877929688,0.19999999999999998,0.0,0.0,3
2024-06-05,GOOG,176.02369689941406,0.075,0.25,0.3535533905932738,2
2024-06-05,GOOGL,174.36428833007812,0.0886363636363636,-0.125,0.47871355387816905,4
